OID_,NAME,MonumentsToVisit_INFO,WEBSITE_LINK,external_link,ENTITY_ID,SMRS,COUNTY,LOCALITY,MONUMENT_CLASS,ITM_E,ITM_N,LATITUDE,LONGITUDE
70,"Clones High Cross, County Monaghan","The town of Clones owes its origins to an ancient church founded here by St Tighearnach who reputed to have been baptised by St Brigid at Kildare. Apparently St Tighearnach (d. 550) was granted these lands by a swineherd. Clones was the principal ecclesiastical site in the ancient territory of Dartraighe. In 836 many churches in the region, including Clones, were raided by the Vikings. In 850 a man by the name of Cairell, who was the son of a local king, was killed in front of the door of the oratory of Tighearnach at Clones. In 1010 Flaitbhertach Ua Cethenen, described as ‘a distinguished bishop’ was mortally wounded by the men of the neighbouring territory of Breifne, and afterwards died in his own church at Clones. The remains at Clones consist of a round tower, a 12th century sarcophagus, a decorated high cross known as the Market Cross in the Diamond and St Peter and Paul’s church.  The cross has stood in its present form for several centuries at its present location in the Diamond, the old market square of the town. In fact, this cross comprises the head and shaft of two different high crosses. The north face of the cross is decorated with biblical depictions of the Adoration of the Magi, the wedding feast of Cana and the multiplication of loaves and fishes. On the cross head is the Crucifixion. On the south face the scenes include the Adam and Eve under the arching apple tree, the sacrifice of Isaac and Daniel in the Lion’s Den. On the head of the cross Daniel in the Lion’s Den is depicted again, a further indication that the cross and shaft belong originally to two different crosses. The cross belongs to a small group of crosses found elsewhere in Ulster, namely at Armagh as well as Arboe and Donaghmore, Co. Tyrone.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CMO011-010005-,https://www.discoverireland.ie/monaghan/clones-town-heritage-trail,MO00246,MO011-010005-,MONAGHAN,CROSSMOYLE,Cross - High cross,650100,825885,54.179470999999999,-7.232549000000000
71,"Clonmacnoise, County Offaly","An Early Christian site founded by St. Ciarán in the mid-6th century on the eastern bank of the River Shannon. The site includes the ruins of a cathedral, seven churches (10th - 13th century), two round towers, three high crosses and the largest collection of Early Christian graveslabs in Western Europe. The original high crosses and a selection of graveslabs are on display in the visitor centre.  The long and varied history of Clonmacnoise is recounted in an audiovisual presentation shown in the visitor centre. There are also exhibitions that deal with the flora, fauna and landscape of the region.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2COF005-004----,https://heritageireland.ie/visit/places-to-visit/clonmacnoise/,OF00108,OF005-004----,OFFALY,CLONMACNOISE,Graveyard,600950,730690,53.326464000000001,-7.985740000000000
72,"Sierkieran Monastic Site, County Offaly","The name Seir Kieran derives from Saighir Chiaráin, meaning ‘the fountain of Ciarán’. The ancient church at Seir Kieran is associated with St Ciarán the elder, who is supposed to have spent 30 years in Rome studying the scriptures. In ancient times the church was a burial place of the kings of the ancient kingdom of Ossory. Today pilgrims continue to carry out stations at St Kieran’s Well and St. Kieran’s Bush & Stone on his feastday (March 5th). Within the graveyard is the base of a 9th century high cross which features carvings of biblical scenes, such as ‘Adam and Eve in the Garden of Eden’. Sometime before 1170 Seirkieran became a house of Augustinian canons and shortly after this date the priory church of St. Ciarán was built. The walls of this church form the northern boundary of the graveyard. The foundations of an earlier round tower can be seen on the external northwest angle of the priory ruins. The priory was dissolved in 1552 and sometime later the church was fortified when a small circular gun-tower was added on to the southeast angle. In 1844 the Church of Ireland built the present church, in which are housed a stone cross and some early cross slabs that were found in the graveyard. A sheela na gig from the site is now in the National Museum of Ireland.  When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2COF039-003007-,https://www.archaeology.ie/monument-of-the-month/archive/seir-kieran-co-offaly,OF04566,OF039-003007-,OFFALY,CHURCHLAND,Graveyard,613855,702227,53.070484000000000,-7.793258000000000
73,"Boyle Abbey, County Roscommon","An impressive and well preserved Cistercian Monastery which was founded in the 12th century under the patronage of the local ruling family, the MacDermotts. Though mutilated during the 17th and 18th centuries when it was used to accommodate a military garrison, Boyle Abbey nevertheless retains its ability to impress the visitor as one of the most formidable of the early Cistercian foundations in Ireland. A restored gatehouse of 16th/17th century houses an exhibition. Restricted access for people with disabilities.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CRO006-068005-,https://heritageireland.ie/visit/places-to-visit/boyle-abbey/,RO00390,RO006-068005-,ROSCOMMON,KNOCKNASHEE,Religious house - Cistercian monks,580533,802765,53.973798000000002,-8.296730000000000
74,"Rathcroghan, County Roscommon","Hidden within the tranquil scenery of North Co. Roscommon is the Ancient Royal Site of Cruachan (Rathcroghan), a four square mile archaeological complex dating back over 5000 years. The literary home of Queen Meave, the Warrior Queen mentioned in the Ulster Cycle and the main protagonist in the story of the Táin Bó Cuailnge (Cattle Raid of Cooley), Rathcroghan is one of 5 ancient Provincial Royal sites dating back to the Iron Age and played a central part in the ancient history of Ireland.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CRO022-057010-,https://heritageireland.ie/visit/places-to-visit/rathcroghan/,RO02407,RO022-057010-,ROSCOMMON,TOBERRORY,Mound,579965,783676,53.802242999999997,-8.304140000000000
75,"Carrowmore Megalithic Cemetery, County Sligo","This is the largest cemetery of megalithic tombs in Ireland and is also among the country's oldest, with monuments ranging from five and a half thousand to six and a half thousand years old. Archaeologists have recorded over 60 tombs of which 30 are visible. A restored cottage houses an exhibition relating to the site.  Access to the tombs may be difficult for people with disabilities. Visitors are advised to wear shoes suitable for walking on uneven terrain.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CSL014-209001-,https://heritageireland.ie/places-to-visit/carrowmore-megalithic-cemetery/,SL01689,SL014-209001-,SLIGO,CARROWMORE (Carbury By.),Megalithic tomb - passage tomb,566114,833708,54.251089000000000,-8.519975000000001
76,"Roscommon Castle, County Roscommon","Roscommon Castle was one of the most important royal castles in Ireland during the late 13th and early 14th centuries. It was built to a design similar to contemporary royal castles such as Harlech Castle in Wales. Roscommon Castle was commenced by the Crown in 1269 and was originally occupied by Robert de Ufford, Lord Justice of Ireland. In its early days it was attacked and burned several times by Gaelic forces before construction was completed in 1290. These works included the construction of a curtain wall around the castle and a large twin towered gatehouse. During the 15th century possession moved between various factions of the O’Conor’s. In 1577 the castle was granted to Sir Nicholas Malby (Governor of Connaught), who kept a force of 50 foot soldiers stationed within it. Malby transformed the castle into an imposing, four-storey Renaissance-style house. From 1645 to 1652 the castle was occupied by Confederate Catholics, but was dismantled after surrendering to the Cromwellians.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CRO039-043001-,https://www.archaeology.ie/monument-of-the-month/archive/roscommon-castle,RO04213,RO039-043001-,ROSCOMMON,CLOONBRACKNA,Castle - Anglo-Norman masonry castle,587233,765090,53.635452000000001,-8.193042999999999
77,"Roscommon Friary, County Roscommon","Roscommon Friary was founded in 1253 by Felim O’Conor, King of Connaught for the Domincans friars and dedicated to St Mary. The 13th century church consisted of a single long aisle with nave and chancel. This was enlarged in the 15th century with the addition of a northern transept. The church had a central tower which, along with the cloister, no longer survives. The original 13th century lancet windows are still preserved in the south wall of the nave. The original windows at the east and west ends of the church were replaced in the 15th century with larger windows. On his death in 1265 Felim O’Conor was interred in the friary and his tomb was covered by an effigial slab. The effigy was carved in limestone between 1290 and 1300 and is one of only two Irish royal effigies surviving from this period. The effigy is now supported by a later 15th century tomb carved with the figures of eight soldiers in mail armour with swords and pointed helmets. Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CRO039-055001-,https://www.discoverireland.ie/roscommon/roscommon-abbey,RO04239,RO039-055001-,ROSCOMMON,BALLYPHEASAN,Religious house - Dominican friars,587310,763896,53.624724000000001,-8.191830000000000
78,"Sligo Abbey, Sligo","Known locally as the Abbey, this Dominican Friary was founded in the mid - 13th century by Maurice Fitzgerald. The site contains a great wealth of carvings including Gothic and Renaissance tomb sculpture, well preserved cloister and the only sculptured 15th century high altar to survive in any Irish monastic church. This enigmatic friary will inspire and enlighten it's visitors. Access to the site is by stone stairway.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CSL014-065008-,https://heritageireland.ie/places-to-visit/sligo-abbey/,SL06839,SL014-065008-,SLIGO,ABBEYQUARTER NORTH,Religious house - Dominican friars,569380,835883,54.270837999999998,-8.470083000000001
79,"Roscrea Castle and Damer House, County Tipperary","The stone castle consists of a gate tower, curtain walls and two corner towers dating from the 1280s. The castle rooms are furnished and some house exhibitions. Built in the early 18th century in the Queen Anne style, Damer House is an example of pre-Palladian architecture.  One of the rooms is furnished in period style. Within the complex, there is a restored mill displaying original St. Cronan's high cross and pillar stone.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CTN012-010007-,https://heritageireland.ie/visit/places-to-visit/roscrea-heritage-centre-roscrea-castle-and-damer-house/,TN00575,TN012-010007-,TIPPERARY NORTH,TOWNPARKS (Roscrea Par.),Castle - Anglo-Norman masonry castle,613570,689371,52.954948999999999,-7.798050000000000
80,"Cahir Castle, Cahir, County Tipperary","Once the stronghold of the powerful Butler family, the castle retains its impressive keep, tower and much of its original defensive structure. It is one of Ireland's largest and best preserved castles. It is situated on a rocky island on the River Suir. The castle's attractions include an excellent audio-visual show which informs visitors about the castle.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CTS075-048001-,https://heritageireland.ie/visit/places-to-visit/cahir-castle/,TS02766,TS075-048001-,TIPPERARY SOUTH,TOWNPARKS (Caher Par.),Castle - Anglo-Norman masonry castle,604960,624780,52.374557000000003,-7.927156000000000
81,"Rock of Cashel, County Tipperary","A spectacular group of Medieval buildings set on an outcrop of limestone in the Golden Vale including the 12th century round tower, High Cross and Romanesque Chapel, 13th century Gothic cathedral, 15th century Castle and the restored Hall of the Vicars Choral.  Attractions include an audio-visual show and exhibitions.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CTS061-025003-,https://heritageireland.ie/visit/places-to-visit/rock-of-cashel/,TS01300,TS061-025003-,TIPPERARY SOUTH,ST. PATRICKSROCK,Cathedral,607431,640973,52.520076000000003,-7.890507000000000
82,"Moorabbey, County Tipperary","In the beautiful Glen of Aherlow, looking out to the stunning Galtee Mountains are the ruins of Moor Abbey. This Franciscan friary was founded in the 13th century by Donnchad Móir Ó Briain, King of Thomond (1210-1242). Historical evidence suggests that in 1471 a new church was constructed at the site, but that the following year it was destroyed by fire. The buildings that survive today date from this period. The church consists of a nave and chancel, separated by a tall bell-tower. In the chancel is a double piscina for washing liturgical vessels. Beside the doorway in the north wall of the chancel is a stoup which contained holy water that would have served the friars entering the church from the sacristy which formerly stood to the north. In 1541 the friary was dissolved and later became the property of John Fitzgerald, brother of the Earl of Desmond. In 1569, during a rebellion led by the Earl of Desmond, the abbey was burned by government soldiers led by Sir Humphrey Gilbert, originally from Devon and a half-brother of Sir Walter Raleigh. The following year Fr. Dermot O’Mulrooney and two other friars returned to the friary, but were murdered by government forces.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CTS073-011----,https://www.discoverireland.ie/tipperary/moor-abbey,TS02647,TS073-011----,TIPPERARY SOUTH,MOORABBEY,Religious house - Franciscan friars,581074,627912,52.402403999999997,-8.278126000000000
83,"The Main Guard, Clonmel, County Tipperary","James Butler, Duke of Ormond, built the Main Guard in 1675 as the courthouse for the Palatinate of administrative area of County Tipperary.  In 1715, the Palatinate jurisdiction was extinguished.  In about 1810, the ground floor, a loggia of open arches, was converted into shops, a basement excavated and additional floors inserted.  It has been recently restored to its original form and the open arcade of sandstone columns is once again a feature of the streetscape.  This national monument is managed by the Office of Public Works on behalf of the Minister for Arts, Heritage and the Gaeltacht.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CTS083-019004-,https://heritageireland.ie/places-to-visit/the-main-guard/,TS03427,TS083-019004-,TIPPERARY SOUTH,BURGAGERY-LANDS WEST,Courthouse,620342,622420,52.352989000000001,-7.701398000000000
84,"Ormond Castle, Carrick-on-Suir, County Tipperary","Ormond Castle is the best example of an Elizabethan manor house in Ireland. It was built by Thomas, the 10th Earl of Ormond in the 1560s. Closely integrated into the manor house are two 15th century towers. It is the country's only major unfortified dwelling from that turbulent period. The state rooms contain some of the finest decorative plasterwork in the country, including plasterwork portraits.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CTS085-004002-,https://heritageireland.ie/visit/places-to-visit/ormond-castle/,TS03488,TS085-004002-,TIPPERARY SOUTH,TOWN PARKS,House - 16th century,640396,621689,52.345309000000000,-7.407125000000000
85,"The 'Famine Warhouse 1848', County Tipperary","During the Great Famine the Warhouse was the scene of the 1848 Rebellion. The house exhibits the history of the Famine and mass emigration, the rebellion, high treason trials and penal exile of the Young Ireland leaders in Australia and their escapes to the U.S.A.  Here rebels under the leadership of the Protestant aristocrat, William Smith O’Brien, M.P., besieged 47 police who had barricaded themselves into the McCormack farmhouse taking five children hostage. The exhibition places the Famine Rebellion in the context of 1848 as Europe’s Year of Revolutions in France, Germany, Italy, Austria and Hungary. Access to the ground floor for visitors with disabilities.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CTS049-062----,https://heritageireland.ie/places-to-visit/famine-warhouse-1848/,TS04353,TS049-062----,TIPPERARY SOUTH,FARRANRORY UPPER,House - 19th century,632330,652108,52.619247000000001,-7.522550000000000
86,"Swiss Cottage, County Tipperary","A delightful ""cottage orné"" built in the early 1800s by Richard Butler, 1st Earl of Glengall to a design by the famous Regency architect John Nash. Its interior contains a graceful spiral staircase and some elegantly decorated rooms. The wallpaper in the Salon manufactured by the Dufour factory is one of the first commercially produced Parisian wallpapers.  Situated on an elevated site with access by stone steps.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CTS081-076----,https://heritageireland.ie/visit/places-to-visit/swiss-cottage/,TS04849,TS081-076----,TIPPERARY SOUTH,KILCOMMON MORE (North),House - 19th century,605210,622859,52.357287999999997,-7.923515000000000
87,"Reginalds Tower, Waterford City","Reginalds Tower is a circular tower, part of the town's defences, built in the beginning of the 13th century, with a second phase in the 15th century. It was also used as a mint, prison and military store. It has been restored and now houses an exhibition.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CWA009-005001-,https://heritageireland.ie/visit/places-to-visit/reginalds-tower/,WA00680,WA009-005001-,WATERFORD,WATERFORD CITY,Castle - Anglo-Norman masonry castle,661071,612462,52.260469999999998,-7.105393000000000
88,"Dungarvan Castle, County Waterford","The castle consists of a polygonal shell keep with an enclosing curtain wall, a corner tower and a gate tower. The shell keep is the earliest structure, dating from the 12th century. Shell keeps are common in England, but rare in Ireland. Inside the curtain wall is a two storey military barracks, which dates from the first half of the 18th century. The barracks is now restored and houses an informative exhibition on the history of the castle.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CWA031-040001-,https://heritageireland.ie/visit/places-to-visit/dungarvan-castle/,WA02766,WA031-040001-,WATERFORD,DUNGARVAN,Castle - Anglo-Norman masonry castle,626288,593117,52.089348000000001,-7.616395000000000
89,"Baltinglass Abbey, County Wicklow","Baltinglass Abbey stands on the banks of the River Slaney on the outskirts of the small town of Baltinglass. The abbey was founded in 1148 by the king of Leinster, Diarmait MacMurrough, as a daughter house of the Cistercian Abbey at Mellifont, Co. Louth. What survives at Baltinglass is essentially the church of the abbey. The chancel and the transept at the east end were probably constructed in the early 1150s, whereas the aisled nave with the wonderful piers and arches was probably constructed in the 1160s. The various domestic buildings and the cloister that once formed part of the complex have disappeared. The tower within the building was constructed in the early 19th century. There are many interesting decorative carvings, and the sculptors who carved them appear to have been also responsible for the carvings at another Cistercian abbey at Jerpoint, Co. Kilkenny.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CWI027-024001-,https://www.discoverireland.ie/wicklow/baltinglass-abbey,WI01238,WI027-024001-,WICKLOW,BALTINGLASS EAST,Religious house - Cistercian monks,686724,688907,52.943945999999997,-6.709666000000000
90,"Aghowle Church, County Wicklow","The ancient church at Aghowle is associated with St Finnian (who died in 549), and he is supposed to have established a church at Aghowle before founding his more famous site at Clonard, Co. Meath.  The name Aghowle derives from the Irish Achadh Abhall, meaning ‘field of the apple tree’.  According to the Life of St Finnian, the Leinster king Muiredach mac Aengusa gave him a field where an apple tree stood, hence the name by which the church was subsequently known.  At the site today there are the remains of a large church built about the middle of the 12th century. The door of the church is in the Romanesque tradition, but its style is unusual and echoes the form of doorways found in earlier Irish churches. There are also two little Romanesque windows at the east end of the church. Near the door of the church stands a granite high cross known as St Finden’s Cross. It is older than the present church ruins and was probably carved in the 10th century. Under the cross is a crude baptismal font, which may be one of the oldest examples in the country.   Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CWI042-019001-,https://visitwicklow.ie/listing/aghowle-church/,WI01878,WI042-019001-,WICKLOW,AGHOWLE LOWER (Shillelagh By.),Church,693097,669433,52.767904000000001,-6.620434000000000
91,"Glendalough, County Wicklow","This early Christian ecclesiastical settlement was founded by St. Kevin in the 6th century. Set in a glaciated valley with two lakes, the monastic remains include a superb round tower, stone churches and decorated crosses. The Visitor Centre has an interesting exhibition and an audio-visual show. French, Italian and Spanish guided tours are available all year by advance booking. The Visitor Centre is fully accessible for visitors with disabilities. Access to the graveyard is very difficult for wheelchair users.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CWI023-008014-,https://heritageireland.ie/visit/places-to-visit/glendalough-visitor-centre/,WI02195,WI023-008014-,WICKLOW,SEVENCHURCHES OR CAMADERRY,Graveyard,712249,696851,53.010582999999997,-6.327291000000000
92,"The Dwyer McAllister Cottage, County Wicklow","The cottage nestles in the shade of Kaedeen mountain at the top of a grassy lane off the Donard to Rathdangan road in Co. Wicklow. It is a fine example of a traditional thatched cottage built with local stone and whitewashed inside and out. It was from this cottage, in the Winter of 1799, that the famed rebel, Michael Dwyer, fought the encircling British groups and finally made good his escape over the snow covered mountains. The cottage was later destroyed by fire and lay in ruins for almost 150 years. It was restored to its original form as a monument in the late 1940's and again extensively repaired and re-roofed in 1992.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CWI028-030----,https://heritageireland.ie/places-to-visit/dwyer-mcallister-cottage/,WI02888,WI028-030----,WICKLOW,DERRYNAMUCK,House - 18th/19th century,696439,691111,52.962091000000001,-6.564511000000000
93,"Fore, County Westmeath","Fore is situated in a marshy valley and takes its name from the Irish word fobhair, meaning a spring or a well. The earliest church at Fore was founded by St. Féichín around AD 630. St. Féichín is said to have died during a great plague in 665 after having fasted against the plague.  Fore was granted to Hugh de Lacy as part of the liberty of Meath in 1172 and about 1180 he built a motte and bailey castle, which is located near the modern village. About this time a Benedictine priory was established in the valley.  The remains at Fore consist of St Feichin’s Church, the Benedictine Priory, two medieval gate ways, two holy wells, St Mary’s medieval parish church, a mausoleum known as the Anchorite’s Cell and a number of 17th century crosses.  St. Feichin’s Church St. Féichín’s Church is a stone church built on the site of the monastery founded by St. Feichín. It is recorded that a church here was burnt down in 816. The surviving remains consist of a nave and chancel building.  The nave, with its projecting side walls, is the oldest part of the church and was probably built in the late 10th or early 11th century. It boasts an impressive doorway at the west end. The massive lintel over the door features an encircled equal-armed cross. At the beginning of the 13th century a chancel was added and a beautiful pointed chancel arch was inserted into the gable of the older church. The original window of the chancel was replaced by a smaller window in the 15th century. Also within the church is a medieval font and within the surrounding graveyard is a plain high cross.  The Benedictine Priory of St. Taurin and St. Feichín Sometimes called Fore Abbey, this is one of only a small number of Benedictine Priories in Ireland. It was founded between 1180 and 1186 by Hugh de Lacy, and was a daughter house of the monastery of St. Taurin at Évreux in Normandy, France. Over the years many of the priors and monks who served here were originally from France. However, in 1448 an act of parliament broke the links with the French mother house and Fore became an independent priory. The priory was eventually suppressed in 1539. The narrow church of the priory was built in the 13th century and features a three-light window at the east end. In the 15th century a four-storey residential tower was added at the west end of the church. Another tower was also constructed over the sacristy. To the south of the church is the cloister, around which are arranged buildings such as the kitchen, refectory, chapter room and dormitories. Near the priory and built into the side of the hill known as Knocknamonaster are the remains of a circular dovecot or columbarium.  Other monuments Overlooking St. Feichín’s Church is a building known as the Anchorite’s Cell. This consists of a 19th century mausoleum of the Grenville-Nugent family. However, the tower attached to the mausoleum is 15th century in date, so the site must be earlier. Between St. Feichín’s Church and the Benedictine Priory are two holy wells (Tobernacogany and Doaghfeighin) and the remains of what appears to be a medieval water mill.   In the 13th century a small borough or town was established at Fore. By the 15th century the town was essentially an Anglo-Norman colony in the midst of Gaelic controlled lands. During this time Fore was repeatedly attacked and as a result the population constructed the two defensive gates that survive today. The present village is a remnant of the medieval town, and within the village are the remains of St Mary’s medieval parish church and several stone wayside crosses that are believed to date to the 17th century.   Please note that many of these monuments may be on private land and may not be publicly accessible.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CWM004-035010-,https://heritageireland.ie/visit/places-to-visit/fore-abbey/,WM00205,WM004-035010-,WESTMEATH,FORE,Religious house - Benedictine monks,651053,770743,53.683914999999999,-7.227161000000000
