OID_,ENTITY_ID,CLASS_CODE,SMRS,COUNTY,TOWNLAND,COUNTY_ID,ZONE_ID,ITM_E,ITM_N,LATITUDE,LONGITUDE,MONUMENT_T,FIRST_EDIT,LATEST_EDI,WEBSITE_LI,WEB_NOTES
2841,WX02142,HOWE,WX042-014----,WEXFORD,KILDAVIN LOWER,31,R134330,700762.000000000000000,616631.000000000000000,52.292095048999997,-6.522896664000000,Ritual site - holy well,'St. Davin's Well','St. Davin's Well' (Site of), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX042-014----,"Marked on the 1839 and 1925 eds of the OS 6-inch map and described as St. Davin’s Well in gothic lettering on both. St. Damhán of Feamore in Old Leighlin, Co. Carlow was one of the brothers of St. Abán of Adamstown (WX031-023001-) (Ó Riain 2011, 256"
2842,WX02149,HOWE,WX042-020002-,WEXFORD,KILLIANE,31,R134337,705928.000000000000000,616683.000000000000000,52.291591056999998,-6.447179654000000,Ritual site - holy well,'St. Helen's Well','St. Helen's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX042-020002-,"Marked on the 1839 and 1925 eds of the OS 6-inch map and described in gothic lettering on both as St. Helen’s Well. It is situated on a level, low-lying landscape c. 500m W of the South Slob of Wexford harbour. John O’Donovan, writing c. 1840 says th"
2843,WX02153,HOWE,WX042-022----,WEXFORD,WOODTOWN (Bargy By.),31,R134269,697203.000000000000000,615039.000000000000000,52.278430600000000,-6.575510340000000,Ritual site - holy well,'St. Mannan's Well','St. Mannan's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX042-022----,"Marked on the 1839 and 1925 eds of the OS 6-inch map and described as St. Mannan’s Well in gothic lettering on both. The name is a corruption of Moininne, one of the most famous female saints in early Christian Ireland. She was connected with the Ui Ea"
2844,WX02158,HOWE,WX042-027----,WEXFORD,GORTEENMINOGE LOWER,31,R134277,700981.000000000000000,615257.000000000000000,52.279708728999999,-6.520098929000000,Ritual site - holy well,'St. Catherine's Well','St. Catherine's Well' (Site of), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX042-027----,"Marked on the 1839 and 1925 eds of the OS 6-inch map and described in gothic lettering as St. Catherine’s Well on both, although the well was in the townland of Murntown Lower on the earlier map. It is situated on a level low-lying landscape with a sma"
2845,WX02162,HOWE,WX042-029003-,WEXFORD,RATHMACKNEE GREAT,31,R134238,703098.000000000000000,614153.000000000000000,52.269396006999997,-6.489422695000000,Ritual site - holy well,'St. Martin's Well','St. Martin's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX042-029003-,"Marked on the 1839 and 1925 eds of the OS 6-inch map and described in gothic lettering on both as St. Martin’s Well. It is located c. 15m from the E bank of a small N-S stream on a level, low-lying landscape and c. 100m NE of the site of Rathmacknee ch"
2846,WX03737,HOWE,WX053-013003-,WEXFORD,LADY'S ISLAND,31,R133803,710471.000000000000000,607464.000000000000000,52.207864041999997,-6.383625087000000,Ritual site - holy well,Not indicated,Indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX053-013003-,"This well is not marked on the 1839 ed. of the OS 6-inch map and is not mentioned by John O’Donovan writing c. 1840 (O’Flanagan 1933), so it may be a modern feature created for the pilgrimage. The well is cut into the natural scarp (H c. 1m), which i"
2847,WX02220,HOWE,WX043-002002-,WEXFORD,"BURROW (Forth By., Rosslare ED)",31,R134357,709249.000000000000000,617052.000000000000000,52.294256545000003,-6.398397138000000,Ritual site - holy well,'St. Braagh's Well','St. Braagh's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX043-002002-,"Situated on the W side of the Rosslare sand-spit and on the W side of a N-S road. It is marked on the 1839 and 1940 eds of the OS 6-inch map and described as St. Braagh’s well on both. The name is probably Brioc, which is cognate with Bridget. The well"
2848,WX02292,HOWE,WX045-002----,WEXFORD,SHELBAGGAN,31,R134121,676897.000000000000000,612059.000000000000000,52.254864243999997,-6.873698808000000,Ritual site - holy well,'St. Agatha's Well','St. Agatha's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX045-002----,"Marked on the 1839 and 1925 eds of the OS 6-inch map, and described as St. Agatha’s Well on both, although John O'Donovan writing c. 1840 describes it as St. Agnes' Well (O'Flanagan 1933, vol. 2, 363). It is located on a fairly level, low-lying landsca"
2849,WX02296,HOWE,WX045-006----,WEXFORD,BALLINRUANE,31,R134176,680304.000000000000000,613035.000000000000000,52.263148716000003,-6.823575956000000,Ritual site - holy well,'St. Martin's Well','St. Martin's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX045-006----,Marked on the 1839 and 1925 eds of the OS 6-inch map and described as St. Martin's Well in gothic lettering on both. It is situated on a slight W-facing slope with a N-S stream c. 70m to the W and an E-W road c. 20m to the N. This is a rectangular stone-
2850,WX02309,HOWE,WX045-012008-,WEXFORD,CLONMINES,31,R134179,684399.000000000000000,612927.000000000000000,52.261565308000002,-6.763627486000000,Ritual site - holy well,'St. Nicholas' Well','St. Nicholas' Well (Site of), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX045-012008-,"The site of St Nicholas' Well where the pattern was held on the 6th December according to John O’Donovan c. 1840 (O’Flanagan 1933, vol. 2, 148) is located within the bawn (WX045-012002-) associated with the church of the Augustinian friars (WX045-012"
2851,WX02329,HOWE,WX045-028001-,WEXFORD,TINTERN,31,R133986,679527.000000000000000,609908.000000000000000,52.235160032000003,-6.835692134000000,Ritual site - holy well,'Lady Well','Lady Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX045-028001-,"Marked on the 1839 and 1925 eds of the OS 6-inch map and described as Lady Well in gothic lettering on both. It is located at the bottom of a W-facing slope, c. 15m from the E bank of the tidal estuary of the NNW-SSE Tintern stream and c. 25m S of the ol"
2852,WX02398,HOWE,WX046-003----,WEXFORD,KILCAVAN (Retrenched),31,R134144,687818.000000000000000,612421.000000000000000,52.256483222999996,-6.713687088000000,Ritual site - holy well,'St. Cavan's Well','St. Cavan's Well' (Site of), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX046-003----,"Situated in the broad valley of a small S-N stream that is c. 100m to the W, and just on the W side of the embankment of the NNW-SSE Waterford to Rosslare railway line. The well is dedicated to Saint Caomhán Santleathan of Ardcavan (WX038-006001-), and"
2853,WX02417,HOWE,WX046-019----,WEXFORD,GORTINS,31,R134103,691489.000000000000000,611766.000000000000000,52.249999328999998,-6.660109179000000,Ritual site - holy well,'St. Margaret's Well','St. Margaret's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX046-019----,"Marked on the 1839 and 1925 eds of the OS 6-inch map and described as St. Margaret’s Well in gothic lettering on both. It is situated in the valley of a N-S stream, which is c. 15m to the N and W. The name is known locally, but there is no knowledge of"
2854,WX02416,HOWE,WX046-018002-,WEXFORD,AMBROSETOWN,31,R134108,690909.000000000000000,611792.000000000000000,52.250329053999998,-6.668594007000000,Ritual site - holy well,'St. Ambrose's Well','St. Ambrose's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX046-018002-,"Situated at the bottom of a steep W-facing slope and c. 30m NW of the graveyard (WX046-018003-) in an area that has been quarried. A pattern was held at the well on an unknown date according to John O’Donovan writing c. 1840 (Herity 2014, 140), althoug"
2855,WX02428,HOWE,WX046-030----,WEXFORD,CRAIGUE LITTLE,31,R133921,688650.000000000000000,609193.000000000000000,52.227342063000002,-6.702350287000000,Ritual site - holy well,'St. Imock's Well','St. Imock's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX046-030----,"Located on a level landscape with a small NE-SW stream c. 10m to the W. According to John O’Donovan writing c. 1840 the pattern was held annually at this well on the 10th of December until c. 1800 (O’Flanagan 1933, vol. 2, 88). The name ‘St. Imock"
2856,WX02435,HOWE,WX046-036001-,WEXFORD,DUNCORMICK HILL,31,R133911,691976.000000000000000,609041.000000000000000,52.225430971999998,-6.653720258000000,Ritual site - holy well,'St. Clomaun's Well','St. Clomaun's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX046-036001-,"Marked on the 1839 and 1925 eds of the OS 6-inch map and described in gothic lettering on both as St. Clómaun’s Well. This is a misspelling of Saint Colmán, and it was pronounced locally as ‘St. Clement’s Well’ (Wexford People 24-07-1954, 10)."
2857,WX02504,HOWE,WX047-006----,WEXFORD,LONGRIDGE,31,R134112,697395.000000000000000,611952.000000000000000,52.250657513000000,-6.573588148000000,Ritual site - holy well,'Brides Well','Bride's Well' (Site of), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX047-006----,A well is marked on the 1839 and 1940 eds of the OS 6-inch map and described as Bride’s Well in gothic lettering on both. It is situated on the S bank of an E-W section of a small NE-SW stream and c. 40m W of Brideswell Bridge. It is also c. 180m S of
2858,WX02505,HOWE,WX047-007----,WEXFORD,LONGRIDGE,31,R134076,696782.000000000000000,611387.000000000000000,52.245688620999999,-6.582724755000000,Ritual site - holy well,'St. Mochoaun's Well','St. Mochoaun's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX047-007----,"Marked on the 1839 and 1940 eds of the OS 6-inch map and described as St. Mochoaun’s Well in gothic lettering on both. It is probably named after St. Cuan of Airbhe, the founder of Kilcowan church (WX046-042001-), which is c. 2 km to the SSW. Cuan was"
2859,WX02512,HOWE,WX047-014----,WEXFORD,CHURCHLANDS,31,R134087,701482.000000000000000,611582.000000000000000,52.246594616000003,-6.513863934000000,Ritual site - holy well,'St. Fintan's Well','St. Fintan's Well' (Site of), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX047-014----,"Located in the valley of a small NNW-SSE stream, which is c. 10m to the W. It is marked on the 1839 and 1940 eds of the OS 6-inch map and described in gothic lettering on both as St. Fintan’s Well, and as ‘Site of’ on the later map. According to Jo"
2860,WX02515,HOWE,WX047-017----,WEXFORD,PETITSTOWN,31,R134096,703350.000000000000000,611734.000000000000000,52.247612934999999,-6.486472091000000,Ritual site - holy well,'St. Catherine's Well','St. Catherine's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX047-017----,Situated on a level landscape and just 8m NW of the NE-SW R739 Wexford town to Kilmore Quay road. It is marked on the 1839 and 1940 eds of the OS 6-inch map and described in gothic lettering on both as St. Catherine’s Well. It is a rectangular feature
2861,WX02845,HOWE,WX049-012002-,WEXFORD,HOUSELAND,31,R133614,676468.000000000000000,602119.000000000000000,52.165593807000000,-6.882225423000000,Ritual site - holy well,'St. Helen's Well','St. Helen's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX049-012002-,"Situated on a slight S-facing slope. A well is marked on the 1839 and 1925 eds of the OS 6-inch map and described in gothic lettering on both as St. Helen’s Well. According to Hore (1900-11, vol. 4, 345-6) the dedication was to St. Helen, the mother of"
2862,WX02527,HOWE,WX047-027----,WEXFORD,BRIDGETOWN SOUTH,31,R133968,698809.000000000000000,609631.000000000000000,52.229549620000000,-6.553564665000000,Ritual site - holy well,Not indicated,'St. David's Well' (Site of), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX047-027----,"Situated on a level, low-lying landscape with the E-W Bridgetown river c. 130m to the N. It is marked only on the 1940 ed. of the OS 6-inch map where it is described in gothic lettering as the site of St. David’s Well. It is not visible at ground level"
2863,WX02530,HOWE,WX047-030----,WEXFORD,MULRANKIN,31,R134009,699693.000000000000000,610265.000000000000000,52.235087300000004,-6.540441717000000,Ritual site - holy well,'St. Bridget's Well','St. Bridget's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX047-030----,"Situated on a fairly level landscape, with a N-S stream just to the W. It is marked on the 1839 and 1940 eds of the OS 6-inch map, and described as St. Bridget’s Well in gothic lettering on both, although Grattan Flood (1915, 69) suggests that this wel"
2864,WX02533,HOWE,WX047-033----,WEXFORD,COUSINSTOWN (Forth By.),31,R133963,701099.000000000000000,609649.000000000000000,52.229295886000003,-6.520048645000000,Ritual site - holy well,'St. Catherine's Well','St. Catherine's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX047-033----,Situated in a slight N-S valley with a small E-W stream c. 15m to the N at a point where it turns N. A well is marked on the 1839 and 1940 eds of the OS 6-inch map and described as St. Catherine’s Well in gothic lettering on both. According to John O
2865,WX02549,HOWE,WX047-049----,WEXFORD,TOMHAGGARD,31,R133841,702876.000000000000000,608116.000000000000000,52.215192107000000,-6.494511433000000,Ritual site - holy well,'St. Jame's Well','St. James's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX047-049----,"Located on a gentle N-facing slope and on the E side of a SW-NE street in the village of Tomhaggard. According to John O’Donovan writing c. 1840 the pattern on the 25th of July had been discontinued since c. 1820 (O’Flanagan 1933, vol. 2, 200), but t"
2866,WX02552,HOWE,WX047-051----,WEXFORD,TOMHAGGARD,31,R133841,702921.000000000000000,608111.000000000000000,52.215138779000000,-6.493854669000000,Ritual site - holy well,'St. Anne's Well','St. Anne's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX047-051----,"Located on the floor of a small W-E valley, at its S edge and at the base of the bluff on which the castle (WX047-050002-) and mass-house (WX047-050001-) are situated. According to John O’Donovan writing c. 1840 the pattern was kept on the 26th of July"
2867,WX02566,HOWE,WX047-063----,WEXFORD,BALLYBOY (Forth By.),31,R133825,705451.000000000000000,607909.000000000000000,52.212845528999999,-6.456907949000000,Ritual site - holy well,'St. Man's Well','St. Man's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX047-063----,"Marked on the 1839 and 1940 eds of the OS 6-inch map and described in gothic lettering on both as St. Man’s Well. It is probably named after St. Munna of Taghmon (WX040-008003-), whose feastday falls on 21 October (Ó Riain 2011, 505-07), but there is"
2868,WX02655,HOWE,WX048-003----,WEXFORD,BALLYBRENNAN LITTLE,31,R134178,706761.000000000000000,613063.000000000000000,52.258903466000000,-6.436118930000000,Ritual site - holy well,'St. Keevil's Well','St. Keevil's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX048-003----,"A well is marked on the 1839 and 1940 eds of the OS 6-inch map where it is described in gothic lettering as St. Keevil’s Well. It is located on a level, low-lying landscape, just S of the old Wexford to Rosslare road. John O’Donovan writing c. 1840 s"
2869,WX02657,HOWE,WX048-005----,WEXFORD,"BUSH (Forth By., Rosslare ED)",31, ,708596.000000000000000,613246.000000000000000,52.260188716000002,-6.409191350000000,Ritual site - holy well,'St. Michael's Well','St. Michael's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX048-005----,"A well is marked on the 1839 and 1940 eds of the OS 6-inch map, and described in gothic lettering as St. Michael’s Well on both. It is located on a level, low-lying landscape, c. 40m SW of the perimeter of the graveyard (WX048-003002-). According to Jo"
2870,WX02664,HOWE,WX048-007----,WEXFORD,TRIMMER,31,R134074,707191.000000000000000,611359.000000000000000,52.243509070999998,-6.430363271000000,Ritual site - holy well,'St. Bridget's Well','St. Bridget's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX048-007----,"A well is marked on the 1839 and 1940 eds of the OS 6-inch and described in gothic lettering on both as St. Bridget’s Well. According to John O’Donovan writing c. 1840 there was no memory of a pattern (O’Flanagan 1933, vol. 1, 275). It is situated"
2871,WX02670,HOWE,WX048-013----,WEXFORD,GRAHORMACK,31,R134085,709977.000000000000000,611525.000000000000000,52.244451218999998,-6.389530099000000,Ritual site - holy well,'St. Mary's Well','St. Mary's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX048-013----,A well is marked on the 1839 and 1940 eds of the OS 6-inch map and described in gothic lettering on both as St. Mary’s Well. It is situated on a slight W-facing slope and on the W side of the S-N road (R736) from Tagoat to Rosslare Strand. It is opposi
2872,WX02717,HOWE,WX048-043----,WEXFORD,ALLENSTOWN BIG,31,R133873,709523.000000000000000,608607.000000000000000,52.218323177999999,-6.397120312000000,Ritual site - holy well,'St. Catherine's Well','St. Catherine's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX048-043----,"Located in a level landscape, it was the source of a small stream (L c. 1km) that ran SE to the head of Lady’s Island Lough that was known as Lough Togher in the 17th century. A well is marked on the 1839 and 1940 eds of the OS 6-inch map and described"
2873,WX02858,HOWE,WX050-001----,WEXFORD,BALLYGOW (Shelburne By.),31,R133750,677472.000000000000000,606933.000000000000000,52.208716954000003,-6.866452732000000,Ritual site - holy well,'Mary's Well','Mary's Well' (Site of), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX050-001----,Located towards the top of an E-facing slope. A well is marked on the 1839 and 1925 Eds of the OS 6-inch map and described as St. Mary’s Well in gothic lettering on both. A slight depression is evident in a pasture field.  Compiled by: Michael Moore  D
2874,WX02863,HOWE,WX050-007----,WEXFORD,"RALPH,GRAIGUE LITTLE",31,R133651,677645.000000000000000,604179.000000000000000,52.183942662000000,-6.864552882000000,Ritual site - holy well,'Lady Well','Lady Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX050-007----,"Located in the valley of a small WNW-ESE stream, just SW of the stream and immediately S of the R374 Fethard to Slade road. A well is marked on the 1839 and 1925 eds of the OS 6-inch map and described as Lady Well in gothic lettering on both. It was prob"
2875,WX02911,HOWE,WX052-003----,WEXFORD,SARSHILL,31,R133713,698372.000000000000000,605874.000000000000000,52.195868118999996,-6.561051017000000,Ritual site - holy well,'St. Patrick's Well','St. Patrick's Well' (Site of), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX052-003----,A well is marked on the 1839 and 1925 eds of the OS 6-inch map and described as ‘St. Patrick’s Well’ in gothic lettering on both. It is situated on a level landscape with a small S-N stream c. 15m to the W. According to John O’Donovan writing c.
2876,WX02919,HOWE,WX052-011----,WEXFORD,GENSTOWN,31,R133732,702057.000000000000000,606441.000000000000000,52.200293465999998,-6.506996937000000,Ritual site - holy well,'Trinity Well','Trinity Well' (Site of), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX052-011----,"Situated on a level landscape. A well is depicted on the 1839 and 1925 eds of the OS 6-inch map at Genstown and is described in gothic lettering on both as Trinity Well. According to John O’Donovan writing c. 1840 the pattern, which had been held on Tr"
2877,WX02957,HOWE,WX053-003----,WEXFORD,"CHURCHTOWN (Forth By., Tacumshin ED)",31,R133747,706887.000000000000000,606833.000000000000000,52.202900769000003,-6.436242551000000,Ritual site - holy well,'St. Catherine's Well','St. Catherine's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX053-003----,A well is marked on the 1839 and 1925 eds of the OS 6-inch map which is described in gothic lettering on both as St. Catherine’s Well. It is located on a level landscape with a small NE-SW stream just to the E. It is not visible at ground level in an a
2878,WX02974,HOWE,WX053-018----,WEXFORD,EARDOWNES GREAT,31,R133779,711043.000000000000000,607414.000000000000000,52.207299886000001,-6.375275801000000,Ritual site - holy well,'Lady's Well','Lady's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX053-018----,"Situated on a level landscape on the E shore of Lady’s Island Lough, with the lake’s edge c. 75m to the W. A well is marked on the 1839 and 1940 eds of the OS 6-inch map and described in gothic lettering on both as ‘Lady’s Well’. According to J"
2879,WX03032,HOWE,WX053-071----,WEXFORD,TEDWARDS,31, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX053-071----,"According to Mac Leighim (1920, 135) there was reputed to be a holy well at Tedwards, but its location is not known and even Mac Leighim was doubtful of its authenticity.   Compiled by: Michael Moore  Date of upload; 27 March, 2014"
2880,WX02996,HOWE,WX053-036----,WEXFORD,ST. VOGUE'S,31,R133644,712101.000000000000000,604036.000000000000000,52.176734459000002,-6.360919430000000,Ritual site - holy well,'St. Vogue's Well','St. Vogue's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX053-036----,"A well is marked on the 1839 and 1925 eds of the OS 6-inch map and described in gothic lettering on both as St. Vogue’s Well. According to John O’Donovan writing c. 1840 the pattern was held on January 20 (O’Flanagan 1933, vol. 1, 297), which is th"
2881,WX03038,HOWE,WX053-077----,WEXFORD,ST. MARGARETS,31,R133758,712578.000000000000000,607033.000000000000000,52.203565345000001,-6.352953065000000,Ritual site - holy well,Not indicated,St. Margaret's Well, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX053-077----,"Marked only on the 1925 ed. of the OS 6-inch map where it is described in italic lettering as St. Margaret’s Well. It is built into the W side of a field bank on the SW side of a NW-SE road, with the seashore c. 180m to the SE. A circular stone-lined w"
2882,WX03197,HOWE,WX016-014002-,WEXFORD,BALLYMORE DEMESNE,31,R146341,709916.000000000000000,650729.000000000000000,52.596701838999998,-6.377541571000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX016-014002-,Situated towards the bottom of the N-facing slope of an ENE-WSW ridge. St. Bridget's holy well is thought to be buried beneath a large boulder just SE of the motte (WX016-014001-). Church (WX016-015001-) is c. 170m to the E.  Compiled by: Michael Moore
2883,WX01735,HOWE,WX037-018----,WEXFORD,SAUNDERSCOURT,31,R134739,702335.000000000000000,625047.000000000000000,52.367425466000000,-6.497285209000000,Ritual site - holy well,'St. Patrick's Well','St. Patrick's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX037-018----,"Marked on the 1839 and 1941 eds of the OS 6-inch map, and described in gothic lettering as ‘St.Patrick’s Well’ on both. It is located in a slight fold on a SE-facing slope overlooking the NW shore of the inner Wexford Harbour. This is a circular we"
2884,WX01740,HOWE,WX037-023----,WEXFORD,ARDCANDRISK,31,R134649,699455.000000000000000,623264.000000000000000,52.351934366000002,-6.540088986000000,Ritual site - holy well,'St. Eusebius's Well','St. Eusebius's  Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX037-023----,"St. Eusebius’ Well is marked on the 1839 and 1941 eds of the OS 6-inch map. St. Eusebius of Vercelli in Italy was a 4th century saint renowned for introducing monasticism to the west and for his endeavours against the Arian heresy (Butler 1990, 108) (h"
2885,WX01751,HOWE,WX037-031----,WEXFORD,"NEWTOWN (Shelmaliere West By., Carrick ED)",31,R134600,701621.000000000000000,622260.000000000000000,52.342516013000001,-6.508609277000000,Ritual site - holy well,'St. Nicholas' Well','St. Nicholas' Well' (Site of), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX037-031----,"Marked on the 1839 and 1941 eds of the OS 6-inch map and described in gothic lettering as St. Nicholas’ Well on both, with the additional information ‘Site of ’ on the later map. St. Nicholas, whose feastday falls on the 6th December, was a 4th cen"
2886,WX01777,HOWE,WX037-037----,WEXFORD,TOWNPARKS (St. John's Par.),31,R134559,704342.000000000000000,621660.000000000000000,52.336614181000002,-6.468877385000000,Ritual site - holy well,'St. Margaret's Well','St. Margeret's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX037-037----,Marked on the 1839 and 1941 eds of the OS 6-inch map and described in gothic lettering as St. Margaret’s Well on both. It is located on a shelf of a NE-facing slope overlooking Wexford town. It is not visible at ground level in an open area in the Coll
2887,WX01778,HOWE,WX037-038----,WEXFORD,TOWNPARKS (St. Michael's of Feagh Par.),31,R134533,705388.000000000000000,621290.000000000000000,52.333089794999999,-6.453650313000000,Ritual site - holy well,'Trinity Well' (Site of),'Trinity Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX037-038----,"Marked on the 1839 and 1941 eds of the OS 6-inch map and described in gothic lettering as Trinity Well on both, and additionally as ‘Site of’ on the later map. It is located on a N-facing slope adjacent to Wexford Harbour and was associated with the"
2888,WX01779,HOWE,WX037-039----,WEXFORD,CROMWELLS FORT,31,R134517,704908.000000000000000,620739.000000000000000,52.328230888000000,-6.460862435000000,Ritual site - holy well,"'St, Nicholas' Well'",'St. Nicholas' Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX037-039----,"Marked on the 1839 and 1941 eds of the OS 6-inch map and described in gothic lettering on both as St. Nicholas’ Well. It is situated towards the bottom of a steep N-facing slope in a mature deciduous wood. St. Nicholas of Myra, whose feastday falls on"
2889,WX01780,HOWE,WX037-040----,WEXFORD,MAUDLINTOWN (Forth By.),31,R134519,705733.000000000000000,620780.000000000000000,52.328441005999998,-6.448750512000000,Ritual site - holy well,'St. Mary Magdalene's Well','St. Mary Magdalene's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX037-040----,"Marked on the 1839 and 1941 eds of the OS 6-inch map and described in gothic script as St. Mary Magdalene’s Well on both, with the additional information ‘Site of’ on the later map. According to John O’Donovan writing c. 1840 the a pattern was he"
2890,WX01817,HOWE,WX037-077----,WEXFORD,ST. EDMONDS,31,R146084,702403.000000000000000,626686.000000000000000,52.382139684999999,-6.495786681000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX037-077----,"A wooden statue of St Maelruan or Maol Ruain, gothic in style (H c. 66cm) and representing a bishop was found in the 19th century at the saint's well (MacLeod 1946, 162-4). St. Maol Ruain founded the monastery of Tallaght, Co. Dublin in 774 and was a lea"
2891,WX01826,HOWE,WX038-002----,WEXFORD,BALLYLA,31,R134771,706874.000000000000000,625686.000000000000000,52.372300823000003,-6.430456334000000,Ritual site - holy well,'St. Colum's Well','St. Colum's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX038-002----,"Situated on a slight W-facing slope with a small N-S stream c. 35m to the W. According to John O’Donovan writing c. 1840 a pattern was held at this well on June 9th in honour of St. Columkille, or Colum Cille, of Iona (O’Flanagan 1933, vol. 1, 307)."
2892,WX01833,HOWE,WX038-005----,WEXFORD,ARDCAVAN,31,R134706,706581.000000000000000,624380.000000000000000,52.360623384000000,-6.435172337000000,Ritual site - holy well,'St. Cavan's Well','St. Cavan's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX038-005----,"Marked on the 1839 and 1903 eds of the OS 6-inch map and described as St. Cavan’s Well in gothic lettering on both. It is located on a level, low-lying landscape. According to John O’Donovan writing c. 1840 the pattern was held on the 12th June, but"
2893,WX01897,HOWE,WX039-036----,WEXFORD,"GRANGE (Shelburne By., Ballyhack ED)",31,R134235,671115.000000000000000,614164.000000000000000,52.274559512000003,-6.957927835000000,Ritual site - holy well,'Lady's Well','Lady's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX039-036----,"Marked on the 1839 and 1940 eds of the OS 6-inch map and described in gothic lettering as Lady’s Well on both. It is located on a NE-facing slope, in a recess on the N side of an E-W lane. This is a closed well with a pump-house nearby. There is no rec"
2894,WX01898,HOWE,WX039-037----,WEXFORD,"GRANGE (Shelburne By., Ballyhack ED)",31,R134226,671180.000000000000000,613934.000000000000000,52.272484077000001,-6.957024060000000,Ritual site - holy well,'St. Margaret's Well','St. Margaret's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX039-037----,"Marked on the 1839 and 1940 eds of the OS 6-inch map and described in gothic lettering as St. Margaret’s Well on both. It is located on an E-facing slope, in a recess on the E side of a N-S road. This is a rectangular well (dims 1.6m N-S; 0.9m E-W) wit"
2895,DG03627,HOWE,DG037-014001-,DONEGAL,CRAIGMADDYROE FAR,7,R176877,626710.000000000000000,926210.000000000000000,55.082617220000003,-7.581681566000000,Ritual site - holy well,'Turrasbunallia','Turrasbunallia', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG037-014001-,"Ó Muirgheasa (1936, 153, Nos. 62 and 63) recorded that 'There are two Holy Wells (DG037-014----; DG037-014001-) in Craig or Cregg townland, two miles from Rathmullen on the road to Rathmelton, one on each side of the road. One of these is called Tobar B"
